ticker,report_date,filing_date,accept_et,timing,source
AMGN,2025-02-04,2025-02-04,2025-02-04 16:05 ET,amc,8k
AMGN,2025-05-01,2025-05-01,2025-05-01 16:04 ET,amc,8k
AMGN,2025-08-05,2025-08-05,2025-08-05 16:03 ET,amc,8k
AMGN,2025-11-04,2025-11-04,2025-11-04 16:04 ET,amc,8k
AMGN,2026-02-03,2026-02-03,2026-02-03 16:03 ET,amc,8k
AMGN,2026-04-30,2026-04-30,2026-04-30 16:03 ET,amc,8k
AMZN,2018-02-01,2018-02-01,2018-02-01 16:15 ET,amc,8k
AMZN,2018-04-26,2018-04-26,2018-04-26 16:16 ET,amc,8k
AMZN,2018-07-26,2018-07-26,2018-07-26 16:14 ET,amc,8k
AMZN,2018-10-25,2018-10-25,2018-10-25 16:18 ET,amc,8k
AMZN,2019-01-31,2019-01-31,2019-01-31 16:30 ET,amc,8k
AMZN,2019-04-25,2019-04-25,2019-04-25 16:10 ET,amc,8k
AMZN,2019-07-25,2019-07-25,2019-07-25 16:33 ET,amc,8k
AMZN,2019-10-24,2019-10-24,2019-10-24 19:53 ET,amc,8k
AMZN,2020-01-30,2020-01-30,2020-01-30 16:46 ET,amc,8k
AMZN,2020-04-30,2020-04-30,2020-04-30 16:42 ET,amc,8k
AMZN,2020-07-30,2020-07-30,2020-07-30 19:05 ET,amc,8k
AMZN,2020-10-29,2020-10-29,2020-10-29 16:42 ET,amc,8k
AMZN,2021-02-02,2021-02-02,2021-02-02 16:30 ET,amc,8k
AMZN,2021-04-29,2021-04-29,2021-04-29 16:31 ET,amc,8k
AMZN,2021-07-29,2021-07-29,2021-07-29 16:34 ET,amc,8k
AMZN,2021-10-28,2021-10-28,2021-10-28 16:07 ET,amc,8k
AMZN,2022-02-03,2022-02-03,2022-02-03 16:11 ET,amc,8k
AMZN,2022-04-28,2022-04-28,2022-04-28 16:27 ET,amc,8k
AMZN,2022-07-28,2022-07-28,2022-07-28 16:09 ET,amc,8k
AMZN,2022-10-27,2022-10-27,2022-10-27 16:09 ET,amc,8k
AMZN,2023-02-02,2023-02-02,2023-02-02 16:08 ET,amc,8k
AMZN,2023-04-27,2023-04-27,2023-04-27 16:10 ET,amc,8k
AMZN,2023-08-03,2023-08-03,2023-08-03 16:09 ET,amc,8k
AMZN,2023-10-26,2023-10-26,2023-10-26 16:14 ET,amc,8k
AMZN,2024-02-01,2024-02-01,2024-02-01 16:06 ET,amc,8k
AMZN,2024-04-30,2024-04-30,2024-04-30 16:10 ET,amc,8k
AMZN,2024-08-01,2024-08-01,2024-08-01 16:06 ET,amc,8k
AMZN,2024-10-31,2024-10-31,2024-10-31 16:13 ET,amc,8k
AMZN,2025-02-06,2025-02-06,2025-02-06 16:09 ET,amc,8k
AMZN,2025-05-01,2025-05-01,2025-05-01 16:15 ET,amc,8k
AMZN,2025-07-31,2025-07-31,2025-07-31 16:13 ET,amc,8k
AMZN,2025-10-30,2025-10-30,2025-10-30 16:13 ET,amc,8k
AMZN,2026-02-05,2026-02-05,2026-02-05 16:25 ET,amc,8k
AMZN,2026-04-29,2026-04-29,2026-04-29 16:18 ET,amc,8k
AMZN,2026-07-30,2026-07-30,2026-07-30 16:06 ET,amc,8k
APP,2021-05-12,2021-05-12,2021-05-12 16:15 ET,amc,8k
APP,2021-08-11,2021-08-11,2021-08-11 16:05 ET,amc,8k
APP,2021-11-10,2021-11-10,2021-11-10 16:06 ET,amc,8k
APP,2022-02-16,2022-02-16,2022-02-16 16:01 ET,amc,8k
APP,2022-05-11,2022-05-11,2022-05-11 16:38 ET,amc,8k
APP,2022-08-10,2022-08-10,2022-08-10 16:15 ET,amc,8k
APP,2022-11-09,2022-11-09,2022-11-09 16:16 ET,amc,8k
APP,2023-02-08,2023-02-08,2023-02-08 16:16 ET,amc,8k
APP,2023-05-10,2023-05-10,2023-05-10 16:02 ET,amc,8k
APP,2023-08-09,2023-08-09,2023-08-09 16:01 ET,amc,8k
APP,2023-11-08,2023-11-08,2023-11-08 16:16 ET,amc,8k
APP,2024-02-14,2024-02-14,2024-02-14 16:07 ET,amc,8k
APP,2024-05-08,2024-05-08,2024-05-08 16:07 ET,amc,8k
APP,2024-08-07,2024-08-07,2024-08-07 16:07 ET,amc,8k
APP,2024-11-06,2024-11-06,2024-11-06 16:08 ET,amc,8k
APP,2025-02-12,2025-02-12,2025-02-12 16:07 ET,amc,8k
APP,2025-05-07,2025-05-07,2025-05-07 16:19 ET,amc,8k
APP,2025-08-06,2025-08-06,2025-08-06 16:08 ET,amc,8k
APP,2025-11-05,2025-11-05,2025-11-05 16:07 ET,amc,8k
APP,2026-02-11,2026-02-11,2026-02-11 16:07 ET,amc,8k
APP,2026-05-06,2026-05-06,2026-05-06 16:07 ET,amc,8k
ARM,2023-11-08,2023-11-08,2023-11-08 11:06 ET,intraday,6k
ARM,2024-02-07,2024-02-07,2024-02-07 11:06 ET,intraday,6k
ARM,2024-05-08,2024-05-08,2024-05-08 12:06 ET,intraday,6k
ARM,2024-07-31,2024-07-31,2024-07-31 12:01 ET,intraday,6k
ARM,2024-11-06,2024-11-06,2024-11-06 11:02 ET,intraday,6k
ARM,2025-02-05,2025-02-05,2025-02-05 11:02 ET,intraday,6k
ARM,2025-05-07,2025-05-07,2025-05-07 12:01 ET,intraday,6k
ARM,2025-07-30,2025-07-30,2025-07-30 12:02 ET,intraday,6k
ARM,2025-11-05,2025-11-05,2025-11-05 11:02 ET,intraday,6k
ARM,2026-02-04,2026-02-04,2026-02-04 11:02 ET,intraday,6k
ARM,2026-07-29,2026-07-29,2026-07-29 12:02 ET,intraday,6k
ASML,2018-01-17,2018-01-17,2018-01-17 07:10 ET,bmo,6k
ASML,2018-04-18,2018-04-18,2018-04-18 06:12 ET,bmo,6k
ASML,2018-07-18,2018-07-18,2018-07-18 06:13 ET,bmo,6k
ASML,2018-10-17,2018-10-17,2018-10-17 06:29 ET,bmo,6k
ASML,2019-01-23,2019-01-23,2019-01-23 06:25 ET,bmo,6k
ASML,2019-04-17,2019-04-17,2019-04-17 06:16 ET,bmo,6k
ASML,2019-07-17,2019-07-17,2019-07-17 06:16 ET,bmo,6k
ASML,2019-10-16,2019-10-16,2019-10-16 06:09 ET,bmo,6k
ASML,2020-01-22,2020-01-22,2020-01-22 06:03 ET,bmo,6k
ASML,2020-04-15,2020-04-15,2020-04-15 06:03 ET,bmo,6k
ASML,2020-07-15,2020-07-15,2020-07-15 06:19 ET,bmo,6k
ASML,2020-10-14,2020-10-14,2020-10-14 06:02 ET,bmo,6k
ASML,2021-01-20,2021-01-20,2021-01-20 06:03 ET,bmo,6k
ASML,2021-04-21,2021-04-21,2021-04-21 06:01 ET,bmo,6k
ASML,2021-07-21,2021-07-21,2021-07-21 06:04 ET,bmo,6k
ASML,2021-10-20,2021-10-20,2021-10-20 06:04 ET,bmo,6k
ASML,2022-01-19,2022-01-19,2022-01-19 06:02 ET,bmo,6k
ASML,2022-04-20,2022-04-20,2022-04-20 06:02 ET,bmo,6k
ASML,2022-07-20,2022-07-20,2022-07-20 06:02 ET,bmo,6k
ASML,2022-10-19,2022-10-19,2022-10-19 06:02 ET,bmo,6k
ASML,2023-01-25,2023-01-25,2023-01-25 06:01 ET,bmo,6k
ASML,2023-04-19,2023-04-19,2023-04-19 06:01 ET,bmo,6k
ASML,2023-07-19,2023-07-19,2023-07-19 06:01 ET,bmo,6k
ASML,2023-10-18,2023-10-18,2023-10-18 06:01 ET,bmo,6k
ASML,2024-01-24,2024-01-24,2024-01-24 06:01 ET,bmo,6k
ASML,2024-04-17,2024-04-17,2024-04-17 06:01 ET,bmo,6k
ASML,2024-07-17,2024-07-17,2024-07-17 06:02 ET,bmo,6k
ASML,2024-10-15,2024-10-15,2024-10-15 11:34 ET,intraday,6k
ASML,2025-01-29,2025-01-29,2025-01-29 06:02 ET,bmo,6k
ASML,2025-04-16,2025-04-16,2025-04-16 06:02 ET,bmo,6k
ASML,2025-07-16,2025-07-16,2025-07-16 06:02 ET,bmo,6k
ASML,2025-10-15,2025-10-15,2025-10-15 06:01 ET,bmo,6k
ASML,2026-01-28,2026-01-28,2026-01-28 06:03 ET,bmo,6k
ASML,2026-04-15,2026-04-15,2026-04-15 06:02 ET,bmo,6k
ASML,2026-07-15,2026-07-15,2026-07-15 06:05 ET,bmo,6k
AVGO,2018-06-07,2018-06-07,2018-06-07 16:05 ET,amc,8k
AVGO,2018-09-06,2018-09-06,2018-09-06 16:22 ET,amc,8k
AVGO,2018-12-06,2018-12-06,2018-12-06 16:23 ET,amc,8k
AVGO,2019-03-14,2019-03-14,2019-03-14 16:23 ET,amc,8k
AVGO,2019-06-13,2019-06-13,2019-06-13 16:23 ET,amc,8k
AVGO,2019-09-12,2019-09-12,2019-09-12 16:25 ET,amc,8k
AVGO,2019-12-12,2019-12-12,2019-12-12 16:39 ET,amc,8k
AVGO,2020-03-12,2020-03-12,2020-03-12 16:23 ET,amc,8k
AVGO,2020-06-04,2020-06-04,2020-06-04 16:29 ET,amc,8k
AVGO,2020-09-03,2020-09-03,2020-09-03 16:17 ET,amc,8k
AVGO,2020-12-10,2020-12-10,2020-12-10 16:19 ET,amc,8k
AVGO,2021-03-04,2021-03-04,2021-03-04 16:18 ET,amc,8k
AVGO,2021-06-03,2021-06-03,2021-06-03 16:19 ET,amc,8k
AVGO,2021-09-02,2021-09-02,2021-09-02 16:18 ET,amc,8k
AVGO,2021-12-09,2021-12-09,2021-12-09 16:26 ET,amc,8k
AVGO,2022-03-03,2022-03-03,2022-03-03 16:18 ET,amc,8k
AVGO,2022-05-26,2022-05-26,2022-05-26 07:28 ET,bmo,8k
AVGO,2022-09-01,2022-09-01,2022-09-01 16:26 ET,amc,8k
AVGO,2022-12-08,2022-12-08,2022-12-08 16:21 ET,amc,8k
AVGO,2023-03-02,2023-03-02,2023-03-02 16:16 ET,amc,8k
AVGO,2023-06-01,2023-06-01,2023-06-01 16:17 ET,amc,8k
AVGO,2023-08-31,2023-08-31,2023-08-31 17:18 ET,amc,8k
AVGO,2023-12-07,2023-12-07,2023-12-07 16:18 ET,amc,8k
AVGO,2024-03-07,2024-03-07,2024-03-07 16:18 ET,amc,8k
AVGO,2024-06-12,2024-06-12,2024-06-12 16:19 ET,amc,8k
AVGO,2024-09-05,2024-09-05,2024-09-05 16:21 ET,amc,8k
AVGO,2024-12-12,2024-12-12,2024-12-12 16:23 ET,amc,8k
AVGO,2025-03-06,2025-03-06,2025-03-06 16:19 ET,amc,8k
AVGO,2025-06-05,2025-06-05,2025-06-05 16:27 ET,amc,8k
AVGO,2025-09-04,2025-09-04,2025-09-04 16:19 ET,amc,8k
AVGO,2025-12-11,2025-12-11,2025-12-11 16:17 ET,amc,8k
AVGO,2026-03-04,2026-03-04,2026-03-04 16:16 ET,amc,8k
AVGO,2026-06-03,2026-06-03,2026-06-03 16:21 ET,amc,8k
AXON,2018-02-27,2018-02-27,2018-02-27 16:03 ET,amc,8k
AXON,2018-05-08,2018-05-08,2018-05-08 16:02 ET,amc,8k
AXON,2018-08-07,2018-08-07,2018-08-07 16:01 ET,amc,8k
AXON,2018-11-06,2018-11-06,2018-11-06 16:13 ET,amc,8k
AXON,2019-02-26,2019-02-26,2019-02-26 16:09 ET,amc,8k
AXON,2019-05-09,2019-05-09,2019-05-09 16:05 ET,amc,8k
AXON,2019-08-08,2019-08-08,2019-08-08 16:10 ET,amc,8k
AXON,2019-11-07,2019-11-07,2019-11-07 16:04 ET,amc,8k
AXON,2020-02-27,2020-02-27,2020-02-27 16:03 ET,amc,8k
AXON,2020-05-07,2020-05-07,2020-05-07 16:21 ET,amc,8k
AXON,2020-08-06,2020-08-06,2020-08-06 16:02 ET,amc,8k
AXON,2020-11-05,2020-11-05,2020-11-05 16:05 ET,amc,8k
AXON,2021-02-25,2021-02-25,2021-02-25 16:06 ET,amc,8k
AXON,2021-05-06,2021-05-06,2021-05-06 16:10 ET,amc,8k
AXON,2021-08-05,2021-08-05,2021-08-05 16:04 ET,amc,8k
AXON,2021-11-15,2021-11-15,2021-11-15 16:15 ET,amc,8k
AXON,2022-02-24,2022-02-24,2022-02-24 16:40 ET,amc,8k
AXON,2022-05-10,2022-05-10,2022-05-10 16:02 ET,amc,8k
AXON,2022-08-09,2022-08-09,2022-08-09 16:04 ET,amc,8k
AXON,2022-11-08,2022-11-08,2022-11-08 16:03 ET,amc,8k
AXON,2023-02-28,2023-02-28,2023-02-28 16:04 ET,amc,8k
AXON,2023-05-09,2023-05-09,2023-05-09 16:09 ET,amc,8k
AXON,2023-08-08,2023-08-08,2023-08-08 16:09 ET,amc,8k
AXON,2023-11-07,2023-11-07,2023-11-07 16:05 ET,amc,8k
AXON,2024-02-27,2024-02-27,2024-02-27 16:04 ET,amc,8k
AXON,2024-05-06,2024-05-06,2024-05-06 16:03 ET,amc,8k
AXON,2024-08-06,2024-08-06,2024-08-06 16:13 ET,amc,8k
AXON,2024-11-07,2024-11-07,2024-11-07 16:45 ET,amc,8k
AXON,2025-02-25,2025-02-25,2025-02-25 16:08 ET,amc,8k
AXON,2025-05-07,2025-05-07,2025-05-07 16:36 ET,amc,8k
AXON,2025-08-04,2025-08-04,2025-08-04 16:23 ET,amc,8k
AXON,2025-11-04,2025-11-04,2025-11-04 16:12 ET,amc,8k
AXON,2026-02-24,2026-02-24,2026-02-24 16:16 ET,amc,8k
AXON,2026-05-06,2026-05-06,2026-05-06 16:15 ET,amc,8k
BKNG,2018-02-27,2018-02-27,2018-02-27 16:08 ET,amc,8k
BKNG,2018-05-09,2018-05-09,2018-05-09 16:04 ET,amc,8k
BKNG,2018-08-09,2018-08-09,2018-08-09 07:52 ET,bmo,8k
BKNG,2018-11-05,2018-11-05,2018-11-05 16:04 ET,amc,8k
BKNG,2019-02-27,2019-02-27,2019-02-27 16:07 ET,amc,8k
BKNG,2019-05-09,2019-05-09,2019-05-09 16:05 ET,amc,8k
BKNG,2019-08-07,2019-08-07,2019-08-07 16:07 ET,amc,8k
BKNG,2019-11-07,2019-11-07,2019-11-07 16:03 ET,amc,8k
BKNG,2020-02-26,2020-02-26,2020-02-26 16:04 ET,amc,8k
BKNG,2020-05-07,2020-05-07,2020-05-07 16:05 ET,amc,8k
BKNG,2020-08-06,2020-08-06,2020-08-06 16:03 ET,amc,8k
BKNG,2020-11-05,2020-11-05,2020-11-05 16:05 ET,amc,8k
BKNG,2021-02-24,2021-02-24,2021-02-24 16:17 ET,amc,8k
BKNG,2021-05-05,2021-05-05,2021-05-05 16:06 ET,amc,8k
BKNG,2021-08-04,2021-08-04,2021-08-04 16:04 ET,amc,8k
BKNG,2021-11-03,2021-11-03,2021-11-03 16:05 ET,amc,8k
BKNG,2022-02-23,2022-02-23,2022-02-23 16:04 ET,amc,8k
BKNG,2022-05-04,2022-05-04,2022-05-04 16:05 ET,amc,8k
BKNG,2022-08-03,2022-08-03,2022-08-03 16:05 ET,amc,8k
BKNG,2022-11-02,2022-11-02,2022-11-02 16:04 ET,amc,8k
BKNG,2023-02-23,2023-02-23,2023-02-23 16:03 ET,amc,8k
BKNG,2023-05-04,2023-05-04,2023-05-04 16:02 ET,amc,8k
BKNG,2023-08-03,2023-08-03,2023-08-03 16:03 ET,amc,8k
BKNG,2023-11-02,2023-11-02,2023-11-02 16:03 ET,amc,8k
BKNG,2024-02-22,2024-02-22,2024-02-22 16:01 ET,amc,8k
BKNG,2024-05-02,2024-05-02,2024-05-02 16:02 ET,amc,8k
BKNG,2024-08-01,2024-08-01,2024-08-01 16:04 ET,amc,8k
BKNG,2024-10-30,2024-10-30,2024-10-30 16:04 ET,amc,8k
BKNG,2025-02-20,2025-02-20,2025-02-20 16:02 ET,amc,8k
BKNG,2025-04-29,2025-04-29,2025-04-29 16:04 ET,amc,8k
BKNG,2025-07-29,2025-07-29,2025-07-29 16:02 ET,amc,8k
BKNG,2025-10-28,2025-10-28,2025-10-28 16:02 ET,amc,8k
BKNG,2026-02-18,2026-02-18,2026-02-18 16:02 ET,amc,8k
BKNG,2026-04-28,2026-04-28,2026-04-28 16:03 ET,amc,8k
BKR,2018-01-24,2018-01-24,2018-01-24 06:58 ET,bmo,8k
BKR,2018-04-20,2018-04-20,2018-04-20 07:12 ET,bmo,8k
BKR,2018-07-20,2018-07-20,2018-07-20 06:49 ET,bmo,8k
BKR,2018-10-30,2018-10-30,2018-10-30 06:54 ET,bmo,8k
BKR,2019-01-31,2019-01-31,2019-01-31 06:47 ET,bmo,8k
BKR,2019-04-30,2019-04-30,2019-04-30 06:50 ET,bmo,8k
BKR,2019-07-31,2019-07-31,2019-07-31 06:49 ET,bmo,8k
BKR,2019-10-30,2019-10-30,2019-10-30 06:48 ET,bmo,8k
BKR,2020-01-22,2020-01-22,2020-01-22 07:05 ET,bmo,8k
BKR,2020-04-22,2020-04-22,2020-04-22 07:06 ET,bmo,8k
BKR,2020-07-22,2020-07-22,2020-07-22 07:04 ET,bmo,8k
BKR,2020-10-21,2020-10-21,2020-10-21 07:04 ET,bmo,8k
BKR,2021-01-21,2021-01-21,2021-01-21 07:04 ET,bmo,8k
BKR,2021-04-21,2021-04-21,2021-04-21 06:34 ET,bmo,8k
BKR,2021-07-21,2021-07-21,2021-07-21 07:04 ET,bmo,8k
BKR,2021-10-20,2021-10-20,2021-10-20 07:06 ET,bmo,8k
BKR,2022-01-20,2022-01-20,2022-01-20 07:06 ET,bmo,8k
BKR,2022-04-20,2022-04-20,2022-04-20 07:04 ET,bmo,8k
BKR,2022-07-20,2022-07-20,2022-07-20 07:07 ET,bmo,8k
BKR,2022-10-19,2022-10-19,2022-10-19 07:08 ET,bmo,8k
BKR,2023-01-23,2023-01-23,2023-01-23 07:06 ET,bmo,8k
BKR,2023-04-19,2023-04-19,2023-04-19 07:06 ET,bmo,8k
BKR,2023-07-19,2023-07-19,2023-07-19 07:04 ET,bmo,8k
BKR,2023-10-25,2023-10-25,2023-10-25 17:04 ET,amc,8k
BKR,2024-01-23,2024-01-23,2024-01-23 17:25 ET,amc,8k
BKR,2024-04-23,2024-04-23,2024-04-23 17:14 ET,amc,8k
BKR,2024-07-25,2024-07-25,2024-07-25 17:10 ET,amc,8k
BKR,2024-10-22,2024-10-22,2024-10-22 17:14 ET,amc,8k
BKR,2025-01-30,2025-01-30,2025-01-30 17:10 ET,amc,8k
BKR,2025-04-22,2025-04-22,2025-04-22 17:08 ET,amc,8k
BKR,2025-07-22,2025-07-22,2025-07-22 17:10 ET,amc,8k
BKR,2025-10-23,2025-10-23,2025-10-23 17:25 ET,amc,8k
BKR,2026-01-26,2026-01-26,2026-01-26 06:09 ET,bmo,8k
BKR,2026-04-23,2026-04-23,2026-04-23 17:14 ET,amc,8k
BKR,2026-07-27,2026-07-27,2026-07-27 06:07 ET,bmo,8k
CCEP,2018-02-15,2018-02-15,2018-02-15 08:19 ET,bmo,6k
CCEP,2018-04-26,2018-04-26,2018-04-26 07:36 ET,bmo,6k
CDNS,2018-01-31,2018-01-31,2018-01-31 11:10 ET,intraday,8k
CDNS,2018-04-23,2018-04-23,2018-04-23 12:09 ET,intraday,8k
CDNS,2018-07-23,2018-07-23,2018-07-23 12:09 ET,intraday,8k
CDNS,2018-10-22,2018-10-22,2018-10-22 12:08 ET,intraday,8k
CDNS,2019-02-19,2019-02-19,2019-02-19 11:09 ET,intraday,8k
CDNS,2019-04-22,2019-04-22,2019-04-22 12:10 ET,intraday,8k
CDNS,2019-07-22,2019-07-22,2019-07-22 12:11 ET,intraday,8k
CDNS,2019-10-21,2019-10-21,2019-10-21 12:09 ET,intraday,8k
CDNS,2020-02-12,2020-02-12,2020-02-12 11:09 ET,intraday,8k
CDNS,2020-04-20,2020-04-20,2020-04-20 12:09 ET,intraday,8k
CDNS,2020-07-20,2020-07-20,2020-07-20 12:07 ET,intraday,8k
CDNS,2020-10-19,2020-10-19,2020-10-19 12:06 ET,intraday,8k
CDNS,2021-02-22,2021-02-22,2021-02-22 11:06 ET,intraday,8k
CDNS,2021-04-26,2021-04-26,2021-04-26 12:05 ET,intraday,8k
CDNS,2021-07-26,2021-07-26,2021-07-26 12:09 ET,intraday,8k
CDNS,2021-10-25,2021-10-25,2021-10-25 12:06 ET,intraday,8k
CDNS,2022-02-22,2022-02-22,2022-02-22 11:06 ET,intraday,8k
CDNS,2022-04-25,2022-04-25,2022-04-25 12:05 ET,intraday,8k
CDNS,2022-07-25,2022-07-25,2022-07-25 12:06 ET,intraday,8k
CDNS,2022-10-24,2022-10-24,2022-10-24 12:05 ET,intraday,8k
CDNS,2023-02-13,2023-02-13,2023-02-13 11:06 ET,intraday,8k
CDNS,2023-04-24,2023-04-24,2023-04-24 12:06 ET,intraday,8k
CDNS,2023-07-24,2023-07-24,2023-07-24 12:05 ET,intraday,8k
CDNS,2023-10-23,2023-10-23,2023-10-23 12:05 ET,intraday,8k
CDNS,2024-02-12,2024-02-12,2024-02-12 11:04 ET,intraday,8k
CDNS,2024-04-22,2024-04-22,2024-04-22 12:02 ET,intraday,8k
CDNS,2024-07-22,2024-07-22,2024-07-22 12:04 ET,intraday,8k
CDNS,2024-10-28,2024-10-28,2024-10-28 12:03 ET,intraday,8k
CDNS,2025-02-18,2025-02-18,2025-02-18 11:04 ET,intraday,8k
CDNS,2025-04-28,2025-04-28,2025-04-28 12:03 ET,intraday,8k
CDNS,2025-07-28,2025-07-28,2025-07-28 12:03 ET,intraday,8k
CDNS,2025-10-27,2025-10-27,2025-10-27 12:03 ET,intraday,8k
CDNS,2026-02-17,2026-02-17,2026-02-17 11:02 ET,intraday,8k
CDNS,2026-04-27,2026-04-27,2026-04-27 12:03 ET,intraday,8k
CDNS,2026-07-27,2026-07-27,2026-07-27 12:03 ET,intraday,8k
CEG,2022-05-12,2022-05-12,2022-05-12 06:56 ET,bmo,8k
CEG,2022-08-04,2022-08-04,2022-08-04 06:57 ET,bmo,8k
CEG,2022-11-08,2022-11-08,2022-11-08 06:59 ET,bmo,8k
CEG,2023-02-16,2023-02-16,2023-02-16 06:50 ET,bmo,8k
CEG,2023-05-04,2023-05-04,2023-05-04 06:55 ET,bmo,8k
CEG,2023-08-03,2023-08-03,2023-08-03 06:56 ET,bmo,8k
CEG,2023-11-06,2023-11-06,2023-11-06 06:50 ET,bmo,8k
CEG,2024-02-27,2024-02-27,2024-02-27 06:02 ET,bmo,8k
CEG,2024-05-09,2024-05-09,2024-05-09 06:52 ET,bmo,8k
CEG,2024-08-06,2024-08-06,2024-08-06 06:56 ET,bmo,8k
CEG,2024-11-04,2024-11-04,2024-11-04 06:54 ET,bmo,8k
CEG,2025-02-18,2025-02-18,2025-02-18 06:59 ET,bmo,8k
CEG,2025-05-06,2025-05-06,2025-05-06 06:50 ET,bmo,8k
CEG,2025-08-07,2025-08-07,2025-08-07 06:58 ET,bmo,8k
CEG,2025-11-07,2025-11-07,2025-11-07 07:00 ET,bmo,8k
CEG,2026-02-24,2026-02-24,2026-02-24 06:56 ET,bmo,8k
CEG,2026-05-11,2026-05-11,2026-05-11 06:59 ET,bmo,8k
CMCSA,2018-01-24,2018-01-24,2018-01-24 07:05 ET,bmo,8k
CMCSA,2018-04-25,2018-04-25,2018-04-25 07:06 ET,bmo,8k
CMCSA,2018-10-25,2018-10-25,2018-10-25 06:35 ET,bmo,8k
CMCSA,2019-02-04,2019-02-04,2019-02-04 07:01 ET,bmo,8k
CMCSA,2019-04-25,2019-04-25,2019-04-25 07:05 ET,bmo,8k
CMCSA,2019-07-25,2019-07-25,2019-07-25 07:05 ET,bmo,8k
CMCSA,2019-10-24,2019-10-24,2019-10-24 07:05 ET,bmo,8k
CMCSA,2020-01-23,2020-01-23,2020-01-23 07:05 ET,bmo,8k
CMCSA,2020-04-30,2020-04-30,2020-04-30 07:08 ET,bmo,8k
CMCSA,2020-07-30,2020-07-30,2020-07-30 07:13 ET,bmo,8k
CMCSA,2020-10-29,2020-10-29,2020-10-29 07:05 ET,bmo,8k
CMCSA,2021-01-28,2021-01-28,2021-01-28 07:05 ET,bmo,8k
CMCSA,2021-04-29,2021-04-29,2021-04-29 07:05 ET,bmo,8k
CMCSA,2021-07-29,2021-07-29,2021-07-29 07:07 ET,bmo,8k
CMCSA,2021-10-28,2021-10-28,2021-10-28 07:07 ET,bmo,8k
CMCSA,2022-01-27,2022-01-27,2022-01-27 07:09 ET,bmo,8k
CMCSA,2022-04-28,2022-04-28,2022-04-28 07:06 ET,bmo,8k
CMCSA,2022-07-28,2022-07-28,2022-07-28 07:05 ET,bmo,8k
CMCSA,2022-10-27,2022-10-27,2022-10-27 07:04 ET,bmo,8k
CMCSA,2023-01-26,2023-01-26,2023-01-26 07:05 ET,bmo,8k
CMCSA,2023-04-27,2023-04-27,2023-04-27 07:03 ET,bmo,8k
CMCSA,2023-07-27,2023-07-27,2023-07-27 07:05 ET,bmo,8k
CMCSA,2023-10-26,2023-10-26,2023-10-26 07:05 ET,bmo,8k
CMCSA,2024-01-25,2024-01-25,2024-01-25 07:09 ET,bmo,8k
CMCSA,2024-04-25,2024-04-25,2024-04-25 07:05 ET,bmo,8k
CMCSA,2024-07-23,2024-07-23,2024-07-23 07:11 ET,bmo,8k
CMCSA,2024-10-31,2024-10-31,2024-10-31 07:06 ET,bmo,8k
CMCSA,2025-01-30,2025-01-30,2025-01-30 07:05 ET,bmo,8k
CMCSA,2025-04-24,2025-04-24,2025-04-24 07:07 ET,bmo,8k
CMCSA,2025-07-31,2025-07-31,2025-07-31 07:07 ET,bmo,8k
CMCSA,2025-10-30,2025-10-30,2025-10-30 07:16 ET,bmo,8k
CMCSA,2026-01-29,2026-01-29,2026-01-29 07:08 ET,bmo,8k
CMCSA,2026-04-23,2026-04-23,2026-04-23 07:08 ET,bmo,8k
CMCSA,2026-07-23,2026-07-23,2026-07-23 06:06 ET,bmo,8k
COST,2018-03-07,2018-03-07,2018-03-07 17:00 ET,amc,8k
COST,2018-05-31,2018-06-01,2018-05-31 19:13 ET,amc,8k
COST,2018-10-04,2018-10-04,2018-10-04 17:17 ET,amc,8k
COST,2018-12-13,2018-12-13,2018-12-13 17:01 ET,amc,8k
COST,2019-03-07,2019-03-07,2019-03-07 17:05 ET,amc,8k
COST,2019-05-30,2019-05-31,2019-05-30 17:36 ET,amc,8k
COST,2019-10-03,2019-10-03,2019-10-03 16:41 ET,amc,8k
COST,2019-12-12,2019-12-12,2019-12-12 16:56 ET,amc,8k
COST,2020-03-05,2020-03-05,2020-03-05 17:10 ET,amc,8k
COST,2020-05-28,2020-05-28,2020-05-28 16:15 ET,amc,8k
COST,2020-09-24,2020-09-24,2020-09-24 17:12 ET,amc,8k
COST,2020-12-10,2020-12-10,2020-12-10 16:57 ET,amc,8k
COST,2021-03-04,2021-03-04,2021-03-04 17:01 ET,amc,8k
COST,2021-05-27,2021-05-27,2021-05-27 17:03 ET,amc,8k
COST,2021-09-23,2021-09-23,2021-09-23 16:30 ET,amc,8k
COST,2021-12-09,2021-12-09,2021-12-09 17:07 ET,amc,8k
COST,2022-03-04,2022-03-04,2022-03-04 12:47 ET,intraday,8k
COST,2022-05-26,2022-05-26,2022-05-26 16:26 ET,amc,8k
COST,2022-09-23,2022-09-23,2022-09-23 13:38 ET,intraday,8k
COST,2022-12-08,2022-12-09,2022-12-08 18:48 ET,amc,8k
COST,2023-03-02,2023-03-03,2023-03-02 18:10 ET,amc,8k
COST,2023-05-25,2023-05-25,2023-05-25 16:22 ET,amc,8k
COST,2023-09-26,2023-09-26,2023-09-26 16:37 ET,amc,8k
COST,2023-12-14,2023-12-14,2023-12-14 16:39 ET,amc,8k
COST,2024-03-07,2024-03-07,2024-03-07 16:37 ET,amc,8k
COST,2024-05-30,2024-05-30,2024-05-30 16:26 ET,amc,8k
COST,2024-09-26,2024-09-26,2024-09-26 16:17 ET,amc,8k
